RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent
4,/img/pexels-photo-1231258.jpeg,highlights,-20.0,-50.0,unsure,-4998602583576136704,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1002779.jpeg,contrast,0.2,0.6,leftImage,3815957580854689792,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-2745262.jpeg,highlights,80.0,0.0,rightImage,-5368618216498123776,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,249,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/blue-telescope-lens-curves.jpg,brightness,0.0,-0.2,rightImage,-4116498297200173056,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,250,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
10,/img/pexels-photo-800246.jpeg,tint,1.0,0.85,leftImage,-2487077797796370944,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,251,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-3183137.jpeg,brightness,0.0,-0.6,rightImage,-6084585892309223424,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1482117.png,shadows,100.0,80.0,rightImage,-5637247136754244608,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
21,/img/pexels-photo-1175015.jpeg,vibrance,20.0,0.0,leftImage,3962933025280355328,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,254,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-3593983.jpeg,temperature,6500.0,3000.0,leftImage,8620005180390854656,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,255,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
1,/img/pexels-photo-112352.jpeg,temperature,6500.0,3000.0,leftImage,7707331678203887616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,256,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-2016572.jpeg,shadows,50.0,-40.0,leftImage,-2242423306348220928,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1647110.jpeg,temperature,6000.0,3000.0,leftImage,2963812807298788352,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,258,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-804108.jpeg,tint,0.75,1.0,rightImage,2868277742679159296,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,259,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1133742.jpeg,brightness,0.0,-1.0,leftImage,-1774145830721379328,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,260,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-3083188.jpeg,temperature,6500.0,5000.0,leftImage,3235781029831516160,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,261,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
21,/img/pexels-photo-792417.jpeg,lcontrast,6.0,0.0,unsure,-8492396131231338496,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,262,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-848651.jpeg,brightness,0.0,1.0,leftImage,35454447714506900,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,263,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-707265.jpeg,vibrance,80.0,100.0,unsure,-5025348481887728640,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,264,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-3069868.jpeg,contrast,0.0,-0.4,unsure,5603256932689489920,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,265,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2600340.jpeg,vibrance,0.0,0.0,leftImage,-5398432247908054016,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,266,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
13,/img/pexels-photo-3033906.jpeg,shadows,50.0,80.0,leftImage,296477970409235584,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,267,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1004665.jpeg,contrast,-0.6,0.0,rightImage,-5788857832324524032,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,268,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2225422.jpeg,vibrance,20.0,25.0,unsure,4225590558277599232,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,269,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-392039.jpeg,saturation,-0.4,0.0,rightImage,-5137048752834258944,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,270,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1543827.jpeg,vibrance,0.0,25.0,unsure,-8221816313721210880,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,271,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-220002.jpeg,lcontrast,2.0,0.0,rightImage,-3772688334437817344,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,272,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-275637.jpeg,highlights,-60.0,-50.0,leftImage,1686980369129134080,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,273,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/football-american-football-quarterback-runner-163439.jpeg,saturation,0.0,-0.4,leftImage,5507308700526785536,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,274,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/wood-fireplace-horizontal.jpg,exposure,-1.2,0.0,rightImage,6128558094990627840,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,275,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-2818756.jpeg,highlights,-50.0,-60.0,rightImage,-4457387856372449280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,276,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1058327.jpeg,lcontrast,0.0,0.2,leftImage,-3721913892481503744,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,277,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
1,/img/pexels-photo-374906.jpeg,temperature,6500.0,20000.0,leftImage,-5568309459343105024,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,278,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1262749.jpeg,tint,1.05,1.0,rightImage,-4719827786930905088,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,279,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-338454.jpeg,highlights,80.0,60.0,rightImage,6166623182393596928,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,280,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2484933.jpeg,temperature,6500.0,2000.0,leftImage,3619555726230306816,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,281,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-3213283.jpeg,contrast,0.0,-0.4,leftImage,-6422727656400260096,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,282,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1206618.jpeg,highlights,-100.0,-50.0,leftImage,8270945249009481728,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,283,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
12,/img/pexels-photo-3576263.jpeg,lcontrast,0.0,2.0,rightImage,4658701224412893184,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,284,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1248157.jpeg,exposure,0.0,-1.8,leftImage,-5262187973329007616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,285,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2294492.jpeg,shadows,50.0,60.0,leftImage,7422833000072250368,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,286,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-2527649.jpeg,brightness,-0.4,0.0,rightImage,1888733247212195072,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2219108.jpeg,brightness,0.0,0.4,leftImage,-8589490370946456576,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,288,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1046173.jpeg,highlights,-50.0,-20.0,unsure,2667758231485906944,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,289,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
10,/img/pexels-photo-1358770.jpeg,vibrance,100.0,60.0,leftImage,4590781106267521536,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,290,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
13,/img/pexels-photo-3563622.jpeg,lcontrast,8.0,2.0,rightImage,1420505994528738560,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,291,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
17,/img/pexels-photo-169407.jpeg,shadows,50.0,-80.0,leftImage,8149631606082078720,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,292,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-68441.jpeg,highlights,-50.0,0.0,leftImage,8997891570868964352,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,293,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-2324808.jpeg,vibrance,25.0,60.0,unsure,4960622010399055872,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,294,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1595852.jpeg,shadows,20.0,50.0,unsure,4652523501752545280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,295,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-112826.jpeg,exposure,2.4,0.0,rightImage,-4811391931957268480,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,296,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-607812.jpeg,tint,1.2,1.1,rightImage,-8400170190372473856,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,297,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-3394785.jpeg,shadows,20.0,50.0,unsure,548431855201042368,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,298,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1972032.jpeg,vibrance,25.0,20.0,unsure,-7883639038212387840,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,299,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1251007.jpeg,exposure,0.0,-1.2,leftImage,8288697899902905344,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
22,/img/pexels-photo-1682405.jpeg,highlights,0.0,-50.0,rightImage,1791698317519692800,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,301,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-2869618.jpeg,brightness,-0.6,-1.0,unsure,7484429759519478784,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,302,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-3653645.jpeg,temperature,5000.0,6500.0,rightImage,-9198136077400748032,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,303,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-164747.jpeg,tint,0.85,1.0,rightImage,4870707299693014016,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1367000.jpeg,exposure,-0.6,0.0,rightImage,7128785005294489600,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,305,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2224933.jpeg,highlights,-50.0,-100.0,rightImage,7438341070518732800,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,306,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2805398.jpeg,brightness,1.0,0.0,rightImage,1230066652522176768,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,307,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-819372.jpeg,brightness,0.0,0.6,leftImage,-4417452155926059008,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,308,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2180858.jpeg,temperature,2000.0,6500.0,rightImage,-5556070466717019136,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,309,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2783050.jpeg,temperature,16000.0,12000.0,rightImage,-5449575753438683136,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,310,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-3184190.jpeg,contrast,-0.2,-0.4,leftImage,3084926320859766784,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,311,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-1977369.jpeg,vibrance,40.0,100.0,unsure,-3286399653737549824,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,312,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-913830.jpeg,saturation,0.0,0.8,unsure,-7225169017845394432,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,313,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-2341743.jpeg,shadows,80.0,50.0,unsure,-3005260343562683392,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,314,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-2798256.jpeg,vibrance,40.0,40.0,rightImage,8588682793363350528,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,315,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
5,/img/pexels-photo-912472.jpeg,saturation,-0.6,-0.6,leftImage,6213437905829907456,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,316,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
1,/img/pexels-photo-713149.jpeg,saturation,-0.8,0.0,rightImage,8886595494987695104,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,317,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-149606.jpeg,lcontrast,0.6,10.0,rightImage,-7694217080063940608,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,318,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-557119.jpeg,saturation,1.0,0.6,unsure,563409310718495104,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,319,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
17,/img/pexels-photo-2353775.jpeg,highlights,-50.0,-100.0,unsure,-1691706550250448640,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,320,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
10,/img/pexels-photo-1181499.jpeg,contrast,0.8,0.0,rightImage,877355968742023424,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,321,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-590497.jpeg,shadows,50.0,20.0,leftImage,-4988580965772240896,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,322,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-840668.jpeg,highlights,-50.0,-80.0,rightImage,8511170526720937984,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,323,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2173183.jpeg,temperature,6500.0,5000.0,leftImage,5161108032782902272,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,324,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-442541.jpeg,brightness,0.0,-0.2,leftImage,-1047568215641970560,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,325,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/nature-landscape-mountains-trees-943464.jpeg,contrast,-0.2,-1.0,error,1469581013862881280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,326,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-2365946.jpeg,shadows,100.0,100.0,unsure,-5181302218586458112,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,327,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
3,/img/pexels-photo-776136.jpeg,contrast,-0.6,0.0,rightImage,2592461395490467328,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,328,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
6,/img/pexels-photo-1205115.jpeg,vibrance,100.0,25.0,rightImage,-8843138704526972928,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,329,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-583880.jpeg,temperature,6500.0,5000.0,leftImage,-1397576547116175616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
18,/img/pexels-photo-2773511.jpeg,highlights,40.0,-40.0,leftImage,-1206591346565481728,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,331,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
4,/img/pexels-photo-1710809.jpeg,vibrance,25.0,20.0,leftImage,-3573205388642753024,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,332,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
2,/img/pexels-photo-1509684.jpeg,highlights,-50.0,-100.0,rightImage,7881102725915677696,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,333,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
7,/img/pexels-photo-3577008.jpeg,contrast,0.0,-1.0,error,-3860227368893761536,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,334,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
