,RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent,leftNIMA,rightNIMA
3097,3,/img/pexels-photo-3019349.jpeg,tint,1.15,1.15,rightImage,2549299656185332224,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,44,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.971877574920654,4.971877574920654
3098,2,/img/pexels-photo-1785272.jpeg,lcontrast,0.4,3.0,rightImage,913842494311880448,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,45,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.61556339263916,5.9091691970825195
3100,2,/img/clouds-the-rays-the-sun-after-the-storm-52503.jpeg,contrast,-1.0,-0.2,rightImage,2434460283441853952,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,47,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.5362629890441895,4.8125
3101,3,/img/pexels-photo-2267817.jpeg,shadows,50.0,0.0,rightImage,833050054196417536,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.445502758026123,5.408276081085205
3102,3,/img/pexels-photo-674867.jpeg,lcontrast,5.0,2.0,leftImage,-2719066065915077120,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,49,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.284570217132568,5.21103048324585
3103,5,/img/pexels-photo-1592250.png,highlights,-50.0,-100.0,leftImage,999991900835339008,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,50,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.279855251312256,5.315361976623535
3105,3,/img/pexels-photo-2301400.jpeg,temperature,18000.0,6500.0,leftImage,5975194881360312320,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,52,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.584531307220459,5.493660926818848
3106,1,/img/pexels-photo-2591539.jpeg,temperature,18000.0,6500.0,rightImage,3145342785226279936,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,53,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.95872163772583,4.951752662658691
3107,2,/img/pexels-photo-1438044.jpeg,tint,1.05,1.0,rightImage,2129363455896210432,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.710664749145508,4.849292278289795
3108,2,/img/pexels-photo-739671.jpeg,exposure,1.8,2.4,leftImage,6853575660918611968,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,55,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.545039176940918,4.61643123626709
3110,2,/img/pexels-photo-3182830.jpeg,saturation,-0.6,0.0,rightImage,-2078261080414240256,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,57,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.120164394378662,5.135445594787598
3111,5,/img/pexels-photo-128546.jpeg,lcontrast,2.0,0.2,leftImage,1650906247782380800,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,58,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.596019744873047,5.3734049797058105
3112,1,/img/pexels-photo-952595.jpeg,exposure,-3.0,0.0,rightImage,2510026720395713024,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,59,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.475743293762207,5.123250484466553
3113,2,/img/pexels-photo-3121275.jpeg,tint,1.05,1.0,rightImage,-9205939527853623296,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,60,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.900836944580078,5.069787979125977
3115,3,/img/pexels-photo-2599488.jpeg,saturation,-0.8,0.0,rightImage,4641202731875024896,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,62,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.155817031860352,5.1559624671936035
3116,2,/img/pexels-photo-97524.jpeg,contrast,0.0,-0.4,leftImage,-3925509377662721024,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,63,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.160991668701172,4.989316940307617
3117,3,/img/pexels-photo-2921658.jpeg,temperature,14000.0,6500.0,rightImage,5516195001128289280,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,64,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.912342071533203,5.076022624969482
3118,3,/img/pexels-photo-3619947.jpeg,highlights,-50.0,-80.0,rightImage,-270973700634307392,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,65,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.88085412979126,5.811889171600342
3119,4,/img/pexels-photo-2676166.jpeg,saturation,0.6,0.0,leftImage,2086480633775164160,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,66,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.173222541809082,5.492205619812012
3120,4,/img/pexels-photo-2229483.jpeg,saturation,0.6,0.0,leftImage,-6164068166164955136,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,67,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.220157623291016,5.593730926513672
3121,10,/img/pexels-photo-3020027.jpeg,exposure,0.0,-3.0,leftImage,-5982375368151796736,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,68,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.229167461395264,4.718903064727783
3122,7,/img/pexels-photo-2133210.jpeg,shadows,-60.0,0.0,rightImage,2064266850630678016,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,69,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.090475559234619,5.084371566772461
3123,21,/img/pexels-photo-1539782.jpeg,exposure,0.6,0.0,leftImage,7056015129948326912,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,70,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.529755115509033,4.686263084411621
3124,5,/img/pexels-photo-2261130.jpeg,vibrance,25.0,20.0,rightImage,2097314721455040000,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,71,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.2133355140686035,5.137206077575684
3126,3,/img/pexels-photo-804720.png,brightness,0.0,-0.2,leftImage,2172364859730737408,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,73,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.958695411682129,5.196011543273926
3127,1,/img/pexels-photo-374054.jpeg,temperature,6500.0,2000.0,leftImage,-4500879327353869824,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,74,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.376168251037598,4.814749717712402
3128,10,/img/pexels-photo-3551725.jpeg,saturation,-0.2,-0.8,leftImage,-2254193776031610880,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,75,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.252538681030273,5.292976379394531
3130,2,/img/pexels-photo-807627.jpeg,temperature,3000.0,5000.0,rightImage,113973988651610464,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,77,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.347900867462158,5.4693708419799805
3131,6,/img/pexels-photo-2083324.jpeg,highlights,-50.0,-80.0,rightImage,4313930667678567424,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,78,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.790265083312988,4.675846576690674
3132,4,/img/pexels-photo-2041101.jpeg,temperature,8000.0,6500.0,rightImage,-551596288336485376,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,79,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.689280986785889,5.786243915557861
3133,2,/img/pexels-photo-1234064.jpeg,saturation,0.0,0.8,leftImage,6730345031823975424,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,80,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.4482011795043945,5.316774845123291
3134,2,/img/pexels-photo-1115190.jpeg,lcontrast,3.0,0.0,leftImage,7857433972972295168,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,81,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.221386909484863,5.074578285217285
3135,1,/img/pexels-photo-1886728.jpeg,tint,1.0,1.1,leftImage,7687218324299358208,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,82,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.33160400390625,5.208340167999268
3137,1,/img/pexels-photo-2167863.jpeg,contrast,-0.8,0.0,rightImage,-8333062786602959872,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,84,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.525379657745361,5.052245140075684
3138,2,/img/pexels-photo-1769324.jpeg,tint,1.0,0.75,leftImage,1689543856152938496,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,85,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.477865695953369,5.2566142082214355
3140,2,/img/pexels-photo-2180124.jpeg,saturation,0.0,-0.4,leftImage,9089176975880254464,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,87,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.079442501068115,5.003079414367676
3141,3,/img/pexels-photo-2872885.jpeg,temperature,3000.0,6500.0,rightImage,-62473601756726864,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,88,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.14328670501709,5.5977654457092285
3142,2,/img/pexels-photo-2734697.jpeg,exposure,0.0,2.4,leftImage,-7424772556170042368,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,89,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.363071441650391,4.726410388946533
3143,3,/img/pexels-photo-176545.jpeg,contrast,0.8,0.0,rightImage,-3912805012892515840,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,90,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.793639183044434,6.323054313659668
3144,5,/img/pexels-photo-3182988.jpeg,brightness,0.0,0.2,rightImage,6504992883344775168,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.464112758636475,5.376459121704102
3145,3,/img/pexels-photo-2951921.jpeg,brightness,0.4,0.0,rightImage,4436629354046512128,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,92,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.6351776123046875,4.975755214691162
3148,5,/img/pexels-photo-2701161.jpeg,lcontrast,0.0,40.0,leftImage,-4450096624667299328,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,95,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.256540298461914,5.744013786315918
3149,2,/img/pexels-photo-369263.jpeg,contrast,-1.0,0.0,rightImage,-1230283009074328320,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,96,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.63423490524292,4.694619178771973
3150,5,/img/pexels-photo-1662311.jpeg,brightness,0.0,0.6,leftImage,-8582358566807918592,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,97,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.053642749786377,4.810565948486328
3151,1,/img/pexels-photo-399670.jpeg,exposure,3.0,0.0,rightImage,8518816638141805568,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,98,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.979892730712891,4.964728832244873
3152,2,/img/pexels-photo-1435836.jpeg,saturation,-0.4,0.0,rightImage,-5086834850904354816,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,99,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.115291595458984,5.1139140129089355
3153,2,/img/pexels-photo-3133353.jpeg,contrast,-0.6,0.0,rightImage,-2304287030437362432,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,100,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.708479404449463,5.341987609863281
3155,2,/img/pexels-photo-2510425.jpeg,brightness,1.0,0.0,rightImage,-5997911369318681600,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,102,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.04626989364624,5.3219170570373535
3156,4,/img/pexels-photo-1629922.jpeg,saturation,-0.8,0.0,rightImage,-1116118694147102080,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,103,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.356753349304199,5.597184181213379
3157,4,/img/pexels-photo-167753.jpeg,contrast,0.4,0.0,leftImage,315864003906430528,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,104,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.2972798347473145,5.4501190185546875
3158,3,/img/pexels-photo-1413959.jpeg,lcontrast,0.0,0.4,rightImage,-5717415351651516416,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,105,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.67263126373291,5.7147040367126465
3159,4,/img/pexels-photo-3625319.jpeg,highlights,-60.0,-50.0,leftImage,7399021201877386240,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,106,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.097117900848389,5.195617198944092
3160,2,/img/pexels-photo-1714340.jpeg,contrast,0.0,-0.4,leftImage,-1717731660477750528,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,107,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.060157775878906,4.389862537384033
3161,2,/img/pexels-photo-2914327.jpeg,brightness,0.0,-0.2,leftImage,267518546775113632,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,108,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.588479995727539,5.580348491668701
3163,6,/img/pexels-photo-1627818.jpeg,saturation,0.0,0.4,leftImage,2075537624406131712,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,5.792867660522461,5.7763261795043945
3164,2,/img/mother-board-electronics-computer-board-39290.jpeg,exposure,-2.4,0.0,rightImage,2611054718908599296,1920,1080,1903,916,24,71cc9d4e4efd9203911642f29bb909c2,111,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,4.9687180519104,5.328380107879639
3165,67,/img/pexels-photo-2759018.jpeg,tint,1.1,1.05,rightImage,-8328293027735018496,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,1,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.789771556854248,5.909460544586182
3166,5,/img/pexels-photo-1558690.jpeg,exposure,-3.0,0.0,rightImage,-7001952809210662912,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,2,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.726261615753174,5.584062099456787
3167,18,/img/pexels-photo-705194.jpeg,brightness,0.0,0.4,rightImage,5647994957434158080,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,3,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.61440896987915,5.299844741821289
3168,4,/img/pexels-photo-1502311.jpeg,exposure,2.4,0.0,rightImage,-1384261459173753856,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,4,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.573630332946777,5.78134298324585
3169,5,/img/pexels-photo-190537.jpeg,vibrance,80.0,25.0,leftImage,-8438005406068598784,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,5,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.302060127258301,5.464205741882324
3170,2,/img/pexels-photo-2438327.jpeg,temperature,6000.0,3000.0,leftImage,5453874042289875968,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,6,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.366696357727051,5.003932952880859
3171,6,/img/pexels-photo-1228624.jpeg,saturation,0.0,-0.2,leftImage,-8320528131736982528,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,7,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.917788982391357,5.7537078857421875
3172,2,/img/pexels-photo-1774746.jpeg,shadows,100.0,60.0,leftImage,1669513342134353664,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,8,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.040821552276611,4.8552165031433105
3175,5,/img/pexels-photo-3081391.jpeg,contrast,0.2,0.0,leftImage,-4254303005612860416,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,11,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.141593933105469,5.031421184539795
3176,11,/img/pexels-photo-3186010.jpeg,contrast,0.0,0.6,rightImage,-1093209746469569024,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,12,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.88414192199707,5.8546295166015625
3177,6,/img/pexels-photo-933648.jpeg,contrast,0.0,-0.6,leftImage,2237964802030320640,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,13,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.366431713104248,4.755345821380615
3178,2,/img/pexels-photo-1305235.jpeg,exposure,1.8,0.0,rightImage,-7936282722710003712,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,14,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.556647300720215,5.245421886444092
3179,8,/img/pexels-photo-2067552.jpeg,lcontrast,20.0,0.0,leftImage,-3874505029749510656,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,15,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.642836093902588,5.520549774169922
3180,11,/img/pexels-photo-618403.jpeg,tint,0.8,1.0,leftImage,7470454688841042944,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,16,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",6.059767723083496,6.0295586585998535
3181,13,/img/pexels-photo-2177215.jpeg,highlights,0.0,20.0,leftImage,-5474769007185297408,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,17,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.700098037719727,5.69133996963501
3182,8,/img/pexels-photo-997128.jpeg,temperature,6500.0,5000.0,leftImage,7114859244653736960,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,18,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.401057243347168,5.199314594268799
3183,12,/img/pexels-photo-2422577.jpeg,highlights,40.0,20.0,rightImage,985447362025866240,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,19,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.980791091918945,4.980791091918945
3184,2,/img/pexels-photo-1450330.jpeg,exposure,1.8,0.0,rightImage,4885779111428000768,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,20,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.547650337219238,5.285136699676514
3185,26,/img/dove-bird-nature-peace-161133.jpeg,lcontrast,35.0,0.0,leftImage,4246994735704522752,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,21,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.684374809265137,5.466060161590576
3188,11,/img/pexels-photo-1860348.jpeg,lcontrast,8.0,0.0,leftImage,1120827360374551296,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,24,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.579810619354248,5.494478702545166
3189,6,/img/pexels-photo-2000902.jpeg,saturation,1.0,0.0,leftImage,6133338399364805632,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,25,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.18783712387085,5.475563049316406
3190,10,/img/pexels-photo-2255925.jpeg,tint,1.2,1.0,rightImage,-1316252676688567552,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,26,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",4.996026515960693,5.064092636108398
3191,2,/img/pexels-photo-3201465.jpeg,highlights,-50.0,-60.0,rightImage,-600066223644746752,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,27,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.456113338470459,5.422961711883545
3192,10,/img/pexels-photo-190340.jpeg,temperature,6500.0,20000.0,leftImage,861700741664343424,1280,800,1280,680,24,82984277d888e2b9f4ce51454b14a5f8,28,"Mozilla/5.0 (Linux; Android 8.1.0; SM-T580 Build/M1AJQ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Safari/537.36 (Ecosia android@69.0.3497.128)",5.9427714347839355,5.685895919799805
